LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,flag
MAC002327,6/28/2012,0.927,1.777,3.887,32,0.036,24.014,2.107,yes
MAC002859,10/5/2013,1.88,0.723,0.951,27,1.068,46.265,1.948,yes
MAC002327,5/29/2012,2.63,2.419,4.023,7,1.416,74.419,0.392,yes
MAC002606,10/3/2013,2.592,2.454,4.793,12,1.221,113.259,0.731,yes
MAC002859,4/18/2013,0.787,0.224,0.837,33,0.785,14.582,1.684,yes
MAC002481,5/1/2013,1.334,0.186,2.276,43,0.817,31.48,1.413,yes
MAC003441,2/14/2013,0.348,0.386,1.761,48,0.3,18.546,0.117,no
MAC000606,5/11/2012,0.14,1.493,4.386,40,0.192,30.004,1.967,yes
MAC003365,10/18/2012,0.064,0.086,0.565,48,0.096,4.11,0.014,no
MAC003403,7/20/2013,0.098,0.12,0.639,48,0.094,5.772,0.051,no
MAC004832,5/27/2012,0.207,0.268,0.941,48,0.215,12.871,0.021,no
MAC002474,12/14/2012,1.682,1.304,3.006,15,1.063,58.082,1.397,yes
MAC001410,5/20/2012,0.106,0.205,0.882,48,0.19,9.823,0.059,no
MAC002606,10/27/2012,2.168,1.837,3.582,20,0.575,25.9,0.093,yes
MAC004957,11/19/2012,0.044,0.084,0.301,48,0.094,4.034,0.004,no
MAC000897,6/4/2012,2.581,0.168,4.111,7,1.239,56.888,1.244,yes
MAC003441,2/23/2013,0.271,0.416,1.992,48,0.441,19.973,0.11,no
MAC002595,7/29/2013,0.141,0.15,0.54,48,0.108,7.221,0.03,no
MAC001835,3/30/2013,1.516,1.05,2.25,32,0.441,81.645,1.24,yes
MAC004543,3/29/2013,0.341,0.394,1.238,48,0.232,18.925,0.145,no
MAC002575,4/12/2013,1.154,1.901,0.333,26,1.21,72.327,1.356,yes
MAC003403,12/4/2013,0.076,0.1,0.268,48,0.05,4.793,0.05,no
MAC002481,6/12/2013,2.344,1.656,3.994,23,1.075,101.542,2.235,yes
MAC003903,4/9/2013,0.504,0.614,1.438,48,0.283,29.453,0.275,no
MAC000897,10/22/2013,0.11,2.057,2.65,41,0.958,100.745,0.218,yes
MAC003403,6/1/2013,0.106,0.156,0.856,48,0.173,7.499,0.05,no
MAC001966,8/31/2013,2.83,1.169,1.827,34,0.713,81.408,0.624,yes
MAC002582,11/3/2013,0.041,2.251,1.591,27,0.871,54.044,0.382,yes
MAC001835,12/13/2012,2.622,0.249,4.147,2,0.392,87.887,0.394,yes
MAC001410,2/15/2014,0.528,1.35,1.857,2,1.219,79.565,1.549,yes
MAC003403,11/23/2013,0.124,0.157,1.017,48,0.181,7.525,0.049,no
MAC002606,2/13/2013,1.133,1.075,0.295,4,1.209,11.549,1.069,yes
MAC001410,12/18/2012,2.285,2.051,2.593,31,0.416,101.458,0.994,yes
MAC002606,7/11/2013,2.813,0.203,1.402,9,0.118,116.82,1.25,yes
MAC004567,11/13/2012,0.131,0.166,0.417,48,0.098,7.949,0.037,no
MAC002595,7/14/2012,0.106,0.153,0.978,48,0.18,7.329,0.035,no
MAC002582,10/24/2012,1.2,1.495,2.365,24,0.157,46.387,1.255,yes
MAC002862,7/8/2012,0.047,0.053,0.087,48,0.02,2.527,0.027,no
MAC002606,12/27/2012,0.637,1.055,3.994,7,1.214,26.801,1.168,yes
MAC004287,3/8/2013,0.204,0.271,0.754,48,0.18,12.986,0.073,no
MAC003211,3/6/2013,0.242,0.3,1.12,48,0.196,14.386,0.083,no
MAC002606,10/9/2012,0.73,2.457,4.438,22,0.432,30.596,0.392,yes
MAC004417,6/11/2012,0.095,0.144,0.902,48,0.149,6.928,0.023,no
MAC002859,11/10/2013,2.873,0.922,3.945,22,1.145,11.947,1.89,yes
MAC001966,12/30/2012,0.816,2.402,1.5,14,0.844,32.721,1.584,yes
MAC003441,2/9/2014,0.121,0.234,1.038,48,0.242,11.234,0.052,no
MAC001410,10/9/2013,0.15,0.265,1.014,48,0.241,12.726,0.058,no
MAC004567,5/4/2013,0.176,0.277,2.133,48,0.343,13.291,0.04,no
MAC002606,11/25/2012,0.153,0.241,1.084,48,0.23,11.574,0.041,no
MAC002599,7/25/2013,2.355,1.564,2.05,41,0.678,99.206,1.869,yes
MAC002862,6/10/2013,0.146,0.19,0.735,48,0.193,9.141,0.035,no
MAC001966,10/12/2012,2.925,0.396,0.88,45,0.679,11.426,2.161,yes
MAC000897,10/29/2012,2.936,1.603,2.007,40,1.21,69.274,0.169,yes
MAC002595,8/12/2012,2.171,1.51,2.622,4,0.23,45.498,0.866,yes
MAC004417,7/27/2012,0.08,0.132,0.74,48,0.128,6.326,0.029,no
MAC002214,10/20/2012,0.163,0.177,0.522,48,0.109,8.516,0.038,no
MAC003908,3/13/2013,0.061,0.09,0.456,48,0.081,4.333,0.026,no
MAC001410,8/2/2012,0.121,0.282,0.839,48,0.246,13.534,0.063,no
MAC001410,10/25/2013,0.122,0.201,0.517,48,0.137,9.645,0.053,no
MAC002582,4/6/2013,0.17,1.08,1.21,14,1.161,96.13,1.412,yes
MAC002606,11/11/2012,0.667,1.607,1.055,25,0.689,36.526,1.31,yes
MAC002606,1/14/2014,0.511,2.248,3.08,19,0.647,39.286,1.196,yes
MAC002575,10/21/2012,1.868,1.532,3.751,30,1.148,20.9,0.547,yes
MAC001835,9/5/2013,0.679,0.418,0.351,5,0.482,77.665,1.869,yes
MAC001448,4/15/2013,1.092,2.361,1.079,19,0.041,46.947,1.851,yes
MAC004567,5/24/2012,0.145,0.162,0.89,48,0.128,7.771,0.053,no
MAC002474,10/10/2012,1.954,1.722,2.373,16,1.008,0.463,1.495,yes
MAC000897,4/13/2013,0.307,0.129,1.473,35,0.83,71.398,1.854,yes
MAC002528,10/19/2012,2.798,1.295,3.394,41,0.476,39.294,1.512,yes
MAC002528,5/16/2013,1.785,0.508,1.923,14,0.104,38.28,1.273,yes
MAC003358,11/25/2013,0.112,0.149,0.705,48,0.119,7.138,0.046,no
MAC004408,6/10/2012,0.188,0.203,0.537,48,0.128,9.745,0.049,no
MAC003580,10/21/2012,0.107,0.172,0.867,48,0.146,8.253,0.043,no
MAC003221,3/17/2013,0.099,0.198,1.038,48,0.182,9.508,0.058,no
MAC002528,2/12/2013,2.238,0.118,2.389,33,0.295,116.467,1.974,yes
MAC003876,10/2/2013,0.465,0.57,1.44,48,0.341,27.352,0.256,no
MAC004567,2/9/2013,0.168,0.375,2.088,48,0.471,17.979,0.059,no
MAC004593,5/2/2013,1.004,1.226,2.825,48,0.567,58.833,0.616,no
MAC002575,10/26/2012,0.109,0.186,0.775,48,0.167,8.906,0.051,no
MAC002528,8/20/2012,0.372,0.943,4.43,2,1.25,56.815,1.982,yes
MAC004955,3/17/2013,0.244,0.261,1.134,48,0.189,12.546,0.092,no
MAC000606,12/7/2012,0.534,2.029,1.088,17,0.692,97.153,0.525,yes
MAC000897,4/12/2013,0.085,0.101,0.411,48,0.069,4.858,0.039,no
MAC003876,4/15/2013,0.192,0.27,0.879,48,0.226,12.948,0.056,no
MAC002606,11/30/2012,0.496,1.438,2.268,42,1.131,18.557,0.908,yes
MAC003822,1/3/2014,0.131,0.177,0.72,48,0.131,8.505,0.065,no
MAC002859,10/19/2012,0.277,0.279,3.102,14,0.629,11.773,1.276,yes
MAC002859,3/9/2013,2.053,2.262,0.4,35,0.172,38.208,1.764,yes
MAC001448,1/10/2014,0.558,1.334,4.567,28,0.42,4.463,2.144,yes
MAC001410,1/20/2013,0.094,0.706,0.267,27,0.237,70.162,0.052,yes
MAC004408,1/30/2013,0.139,0.173,0.666,48,0.126,8.32,0.04,no
MAC002575,6/7/2013,0.607,1.708,2.07,12,1.333,61.971,0.068,yes
MAC002595,11/22/2013,1.568,0.631,4.514,21,0.743,101.149,1.608,yes
MAC002481,1/5/2014,0.274,0.291,1.325,48,0.185,13.952,0.122,no
MAC002606,10/2/2013,2.961,0.315,4.367,26,0.368,31.117,0.96,yes
MAC004543,12/1/2013,0.227,0.329,1.03,48,0.222,15.815,0.158,no
MAC004287,8/27/2013,0.13,0.224,1.188,48,0.216,10.763,0.076,no
MAC002528,7/27/2013,1.765,0.019,0.125,6,0.679,45.96,1.747,yes
MAC001410,10/9/2013,2.014,0.246,3.122,46,0.686,87.288,1.026,yes
MAC000606,9/20/2012,1.905,0.065,4.273,47,0.611,19.367,1.375,yes
MAC000606,7/30/2012,0.232,2.447,4.243,16,0.348,87.783,0.88,yes
MAC003225,1/20/2013,0.189,0.24,0.931,48,0.186,11.539,0.08,no
MAC003365,10/4/2012,0.067,0.098,0.444,48,0.1,4.695,0.014,no
MAC004955,9/25/2013,0.133,0.244,0.825,48,0.21,11.706,0.081,no
MAC000606,11/8/2012,1.654,1.072,4.056,24,0.991,37.338,1.232,yes
MAC003211,11/11/2012,0.254,0.383,1.422,48,0.355,18.365,0.089,no
MAC004567,12/20/2013,0.233,0.401,2.624,48,0.472,19.268,0.048,no
MAC004543,6/20/2013,0.297,0.397,1.203,48,0.252,19.06,0.16,no
MAC004408,1/28/2013,0.128,0.183,0.498,48,0.138,8.798,0.042,no
MAC001966,9/15/2012,1.872,0.05,3.385,15,0.828,40.668,2.195,yes
MAC003365,3/31/2013,0.063,0.086,0.616,48,0.099,4.117,0.01,no
MAC001835,7/6/2013,0.098,0.12,0.315,48,0.079,5.771,0.056,no
MAC003358,10/21/2012,0.064,0.067,0.102,48,0.017,3.219,0.04,no
MAC000897,4/25/2013,0.338,1.651,3.588,41,1.155,57.746,0.793,yes
MAC002582,11/25/2013,0.096,0.453,2.681,36,1.144,24.78,1.473,yes
MAC003580,5/3/2013,0.058,0.06,0.134,48,0.022,2.901,0.032,no
MAC001448,10/17/2013,2.146,0.827,1.87,29,0.564,109.205,1.823,yes
MAC002528,3/23/2013,2.855,1.299,2.467,37,0.572,51.104,0.7,yes
MAC002582,2/13/2014,0.123,0.188,0.756,48,0.178,9.009,0.028,no
MAC002528,1/31/2014,0.516,1.127,0.78,24,0.128,93.805,0.974,yes
MAC003173,9/4/2013,0.16,0.171,0.38,48,0.058,8.207,0.098,no
MAC000606,6/4/2012,2.697,1.343,2.187,42,0.787,28.291,0.876,yes
MAC001448,5/16/2013,0.172,1.953,3.286,37,0.726,110.01,2.299,yes
MAC001448,4/19/2013,0.1,0.102,0.212,48,0.034,4.889,0.03,no
MAC004957,4/18/2013,0.025,0.036,0.119,48,0.03,1.719,0,no
MAC002528,5/8/2013,1.951,2.231,0.649,39,0.248,76.933,0.428,yes
MAC002528,9/16/2013,2.432,1.18,2.5,2,0.226,2.31,0.119,yes
MAC002595,5/26/2013,0.054,0.522,4.77,36,0.44,22.23,0.24,yes
MAC002214,10/8/2012,1.296,0.699,0.292,1,0.287,41.131,1.945,yes
MAC002214,12/29/2013,1,2.264,0.217,18,0.818,76.456,2.11,yes
MAC000897,9/19/2012,0.062,0.092,0.251,48,0.056,4.399,0.034,no
MAC005159,10/16/2013,0.2,0.372,1.165,48,0.279,17.844,0.156,no
MAC003225,12/19/2012,0.249,0.299,1.026,48,0.208,14.36,0.086,no
MAC002214,5/17/2013,1.983,2.28,4.55,24,0.91,115.714,0.513,yes
MAC002528,7/25/2012,2.419,1.556,4.006,45,1.354,61.29,2.111,yes
MAC001835,2/7/2013,2.497,2.172,1.256,31,0.274,100.101,1.63,yes
MAC001448,8/3/2013,1.36,1.411,4.786,7,0.193,6.046,0.595,yes
MAC002606,2/22/2014,2.988,1.471,3.8,12,0.979,18.854,1.184,yes
MAC001835,5/1/2013,0.953,1.036,4.484,9,0.449,40.61,1.838,yes
MAC003445,2/7/2014,0.277,0.439,1.954,48,0.424,21.092,0.131,no
MAC002582,10/8/2013,0.07,0.172,1.192,48,0.212,8.251,0.03,no
MAC002582,8/18/2013,0.75,0.115,2.856,38,0.127,95.48,0.076,yes
MAC002214,6/3/2013,2.816,1.328,0.987,37,0.542,20.931,0.998,yes
MAC002327,2/4/2013,0.085,0.09,0.188,48,0.023,4.338,0.055,no
MAC001966,9/9/2012,2.031,1.061,0.279,29,0.663,38.273,1.836,yes
MAC003607,5/29/2013,0.233,0.521,2.367,48,0.555,24.992,0.093,no
MAC002859,11/27/2012,0.112,0.363,1.56,48,0.393,17.402,0.053,no
MAC002327,11/12/2013,0.615,0.227,0.283,40,1.266,25.276,2.007,yes
MAC003607,12/4/2012,0.192,0.48,2.793,48,0.605,23.045,0.092,no
MAC002214,9/27/2012,2.775,1.477,3.147,25,0.951,37.134,1.864,yes
MAC002595,12/23/2012,1.126,1.067,4.019,44,1.3,50.694,0.476,yes
MAC002606,1/24/2014,0.561,1.024,2.923,44,0.027,4.28,0.084,yes
MAC003441,3/30/2013,0.425,0.602,2.365,48,0.425,28.894,0.291,no
MAC002474,1/12/2014,0.644,0.492,3.975,32,1.407,103.812,1.349,yes
MAC003427,11/28/2013,0.144,0.264,1.775,48,0.34,12.686,0.091,no
MAC003580,10/28/2012,0.096,0.183,1.088,48,0.2,8.8,0.043,no
MAC003365,2/20/2013,0.074,0.102,0.462,48,0.099,4.892,0.01,no
MAC002528,6/11/2013,2.325,1.986,1.352,30,0.782,41.809,1.426,yes
MAC003358,4/25/2013,0.08,0.081,0.125,48,0.017,3.909,0.051,no
MAC002214,11/22/2013,0.121,0.078,2.538,47,0.289,104.563,0.421,yes
MAC002575,11/14/2012,2.431,0.531,4.754,36,0.873,50.029,2.038,yes
MAC000606,7/16/2012,0.152,0.17,0.722,48,0.109,8.164,0.05,no
MAC000606,7/12/2012,2.149,0.204,0.503,0,1.275,63.984,0.971,yes
MAC004832,8/2/2013,0.141,0.18,1.074,48,0.212,8.627,0.022,no
MAC002575,9/26/2012,0.098,0.127,0.511,48,0.095,6.116,0.046,no
MAC002327,1/29/2014,0.373,1.75,1.14,36,0.567,65.638,0.616,yes
MAC003173,2/17/2013,0.16,0.173,0.501,48,0.095,8.302,0.044,no
MAC002474,7/8/2012,2.745,0.043,4.861,31,0.04,82.229,0.775,yes
MAC002606,11/1/2013,1.134,0.836,1.293,47,0.167,94.181,1.715,yes
MAC002595,5/5/2013,0.079,0.092,0.438,48,0.071,4.409,0.03,no
MAC003173,6/18/2013,0.138,0.159,0.392,48,0.077,7.617,0.061,no
MAC002859,11/26/2013,0.088,0.251,1.017,48,0.308,12.068,0.053,no
MAC002528,2/1/2014,0.034,0.04,0.098,48,0.021,1.914,0.02,no
MAC002606,12/26/2013,2.438,0.111,0.62,10,0.708,0.464,2.167,yes
MAC003358,12/31/2012,0.174,0.262,1.31,48,0.219,12.568,0.065,no
MAC000897,1/17/2013,1.483,1.5,2.489,43,1.06,40.161,2.131,yes
MAC002214,11/24/2012,1.04,1.414,4.528,17,1.17,115.412,0.747,yes
MAC005172,10/16/2012,0.065,0.178,1.383,48,0.243,8.566,0.033,no
MAC002575,9/25/2012,1.254,1.008,2.888,28,0.719,63.062,1.404,yes
MAC003445,11/14/2012,0.302,0.426,1.404,48,0.336,20.435,0.131,no
MAC002859,10/16/2012,1.823,1.286,3.85,2,0.597,60.045,0.424,yes
MAC002327,9/2/2013,2.162,1.428,3.633,45,0.07,20.669,1.044,yes
MAC002474,3/12/2013,1.955,2.102,1.073,33,1.27,65.331,0.339,yes
MAC002575,8/4/2012,1.408,2.434,0.026,42,1.06,82.626,0.843,yes
MAC005172,7/26/2013,0.066,0.108,0.907,48,0.157,5.165,0.031,no
MAC004408,7/28/2013,0.087,0.115,0.361,48,0.064,5.54,0.044,no
MAC002606,10/21/2013,2.003,2.14,3.014,1,1.195,60.971,0.158,yes
MAC000606,7/2/2012,1.878,1.104,0.424,14,0.709,63.262,0.641,yes
MAC003445,12/28/2012,0.363,0.56,1.639,48,0.46,26.876,0.16,no
MAC004408,6/1/2013,0.13,0.143,0.403,48,0.089,6.846,0.035,no
MAC002582,7/14/2012,0.07,0.16,1.424,48,0.254,7.688,0.036,no
MAC002582,3/4/2013,2.02,0.755,4.664,17,0.156,95.341,1.969,yes
MAC002528,2/16/2013,1.247,0.13,2.159,46,1.389,73.586,1.607,yes
MAC002481,4/7/2013,0.435,2.24,3.192,20,0.232,62.736,0.396,yes
MAC002599,9/20/2012,1.828,0.683,0.1,43,0.601,18.693,1.212,yes
MAC004408,5/29/2013,0.129,0.17,0.875,48,0.146,8.169,0.037,no
MAC003427,12/5/2012,0.304,0.4,1.789,48,0.388,19.191,0.085,no
MAC002327,4/8/2013,1.495,1.966,1.882,10,0.263,103.984,1.92,yes
MAC002327,1/6/2013,2.02,1.297,1.732,42,1.326,8.9,1.17,yes
MAC002327,11/15/2013,0.001,1.704,1.749,34,1.418,5.015,0.485,yes
MAC002599,1/21/2014,1.253,2.18,4.095,12,0.272,11.166,0.814,yes
MAC001835,8/28/2012,1.034,1.125,1.951,19,0.124,1.344,2.046,yes
MAC002859,10/30/2012,1.425,0.651,3.043,46,0.075,51.231,1.71,yes
MAC001835,10/25/2012,0.35,1.546,4.034,0,1.27,70.18,1.98,yes
MAC003445,9/6/2013,0.273,0.312,0.949,48,0.156,14.965,0.165,no
MAC002481,9/21/2012,1.054,1.585,1.38,7,0.168,108.488,1.007,yes
MAC002474,9/3/2013,0.057,0.05,0.145,48,0.024,2.417,0.013,no
MAC002859,6/28/2013,1.288,2.244,1.014,40,1.452,31.746,0.095,yes
MAC001410,10/10/2013,1.867,1.45,1.659,12,1.411,39.021,1.337,yes
MAC002595,2/28/2013,0.141,0.199,1.356,48,0.236,9.557,0.033,no
MAC004417,10/13/2012,0.1,0.161,0.8,48,0.174,7.744,0.021,no
MAC002575,2/6/2014,0.095,0.142,0.595,48,0.127,6.818,0.054,no
MAC003607,4/22/2013,0.129,0.426,2.201,48,0.538,20.455,0.057,no
MAC004957,11/2/2012,0.033,0.044,0.219,48,0.045,2.119,0.004,no
MAC004417,5/20/2012,0.095,0.131,0.576,48,0.101,6.264,0.033,no
MAC002575,9/2/2012,2.91,2.254,1.601,16,0.307,38.361,0.929,yes
MAC004957,4/27/2012,0.072,0.11,0.337,48,0.106,5.282,0.004,no
MAC002582,10/15/2013,0.604,1.708,2.413,2,0.356,16.135,2.032,yes
MAC001410,2/8/2014,1.994,2.349,3.462,8,0.966,20.338,1.374,yes
MAC000897,12/16/2012,0.342,0.137,2.195,14,1,5.723,1.681,yes
MAC002862,4/13/2013,0.189,0.258,1.332,48,0.26,12.379,0.039,no
MAC001448,1/29/2014,1.559,1.713,0.64,36,0.603,66.69,1.06,yes
MAC004832,6/21/2012,0.056,0.257,1.778,48,0.46,12.357,0.023,no
MAC003403,12/1/2012,0.128,0.158,0.921,48,0.174,7.588,0.045,no
MAC005172,1/22/2013,0.068,0.211,1.702,48,0.311,10.132,0.034,no
MAC002595,10/9/2012,1.448,2.037,0.935,25,0.551,100.253,0.154,yes
MAC002481,5/30/2013,1.398,1.76,4.778,23,0.964,75.971,1.125,yes
MAC001448,7/19/2012,0.407,2.096,1.203,14,0.273,94.32,0.077,yes
MAC001448,7/25/2013,0.496,2.391,1.94,28,0.493,116.122,1.157,yes
MAC001835,9/29/2013,0.239,0.282,1.166,48,0.214,13.544,0.063,no
MAC002474,2/18/2013,2.751,2.039,2.48,42,0.381,34.179,0.559,yes
MAC002862,1/13/2014,0.263,0.514,1.527,48,0.514,24.69,0.033,no
MAC002859,11/7/2013,0.933,1.713,4.401,41,1.268,101.843,1.326,yes
MAC002214,1/1/2013,0.125,0.151,0.742,48,0.122,7.259,0.047,no
MAC002606,9/9/2012,1.213,0.907,0.855,10,0.786,67.126,0.504,yes
MAC002528,2/24/2014,0.036,0.063,0.624,48,0.097,3.028,0.02,no
MAC002595,11/8/2013,1.331,2.383,4.149,39,0.212,13.79,1.73,yes
MAC002859,2/1/2014,0.114,0.268,1.604,48,0.327,12.872,0.053,no
MAC002528,10/29/2013,2.708,0.731,2.435,32,0.775,43.416,0.019,yes
MAC001966,10/16/2013,1.239,0.194,0.974,9,0.537,62.03,1.384,yes
MAC004955,8/6/2012,0.104,0.113,0.166,48,0.018,5.438,0.1,no
MAC003221,8/23/2013,0.059,0.068,0.187,48,0.024,3.279,0.057,no
MAC002859,6/29/2012,0.105,0.149,0.675,48,0.125,7.139,0.054,no
MAC002481,6/3/2013,2.87,1.114,3.717,1,1.355,61.115,2.113,yes
MAC001410,6/25/2013,1.367,0.256,0.785,30,0.203,49.401,1.826,yes
MAC002862,9/5/2013,0.119,0.195,0.852,48,0.196,9.382,0.039,no
MAC002859,7/22/2012,2.682,2.144,2.644,24,1.125,29.529,1.652,yes
MAC004543,12/27/2013,0.442,0.531,1.644,48,0.354,25.493,0.159,no
MAC003822,12/12/2013,0.11,0.146,0.513,48,0.096,6.999,0.061,no
MAC002474,11/7/2012,0.042,0.114,1.27,48,0.228,5.476,0.01,no
MAC003445,3/26/2013,0.578,0.622,2.823,48,0.455,29.841,0.238,no
MAC001448,1/20/2013,0.127,0.248,0.615,48,0.206,11.898,0.048,no
MAC002859,5/22/2012,0.263,0.42,2.257,48,0.462,20.16,0.052,no
MAC002575,8/23/2013,0.078,0.123,0.809,48,0.129,5.905,0.055,no
MAC001410,9/28/2012,0.39,2.141,2.016,22,1.33,19.014,0.361,yes
MAC002214,5/28/2013,0.697,1.203,2.336,19,0.948,64.051,2.159,yes
MAC002481,7/16/2012,1.959,0.647,4.756,35,0.403,89.459,2.267,yes
MAC004543,12/17/2012,0.306,0.374,0.852,48,0.202,17.945,0.141,no
MAC003876,8/12/2013,0.063,0.072,0.19,48,0.035,3.449,0.038,no
MAC002595,6/28/2013,0.395,0.472,0.979,28,1.191,92.262,0.608,yes
MAC000897,1/14/2014,0.826,0.646,0.465,44,0.109,59.353,1.081,yes
MAC003607,3/21/2013,0.729,0.88,2.119,48,0.361,42.232,0.447,no
MAC002859,9/26/2012,0.448,2.309,3.733,3,0.436,68.936,0.065,yes
MAC004543,2/10/2014,0.422,0.464,1.163,48,0.248,22.278,0.161,no
MAC002474,8/20/2012,0.058,0.066,0.251,48,0.053,3.146,0.013,no
MAC003173,7/22/2013,0.156,0.162,0.334,48,0.046,7.763,0.096,no
MAC002327,1/3/2014,1.017,0.534,1.233,35,0.704,50.06,0.111,yes
MAC002474,9/4/2012,1.913,0.538,4.401,6,0.784,3.017,0.351,yes
MAC002214,10/30/2012,1.353,2.417,2.808,29,0.06,53.249,1.18,yes
MAC003225,10/19/2013,0.201,0.231,0.531,48,0.109,11.098,0.091,no
MAC003365,6/14/2013,0.048,0.072,0.663,47,0.105,3.388,0.01,no
MAC005172,2/4/2013,0.066,0.093,0.485,48,0.085,4.47,0.033,no
MAC001410,11/19/2013,0.546,1.978,0.285,10,0.073,34.845,0.432,yes
MAC001966,3/2/2013,0.294,0.436,1.643,48,0.345,20.919,0.13,no
MAC003365,7/23/2013,0.057,0.088,0.714,48,0.116,4.23,0.014,no
MAC004543,1/26/2014,0.475,0.57,1.722,48,0.365,27.349,0.192,no
MAC001966,11/30/2013,0.504,2.099,1.332,18,0.153,19.398,1.522,yes
MAC001410,7/14/2013,1.764,0.601,2.394,28,1.014,109.352,0.993,yes
MAC005159,7/30/2013,0.166,0.171,0.224,48,0.022,8.204,0.146,no
MAC005172,10/15/2012,0.066,0.237,1.321,48,0.338,11.378,0.033,no
MAC002481,11/9/2013,1.478,2.398,3.012,38,0.569,13.563,1.998,yes
MAC004955,9/15/2013,0.102,0.133,0.524,48,0.085,6.362,0.078,no
MAC002474,1/19/2014,2.877,0.301,0.276,31,0.019,113.126,1.933,yes
MAC002862,7/7/2012,0.047,0.053,0.086,48,0.02,2.531,0.032,no
MAC004957,2/29/2012,0.041,0.079,1.426,48,0.207,3.802,0,no
MAC002474,11/4/2012,0.049,0.154,1.337,48,0.3,7.411,0.012,no
MAC002481,5/14/2013,1.35,2.415,0.106,8,1.263,87.045,1.463,yes
MAC003445,9/1/2013,0.227,0.329,0.996,48,0.198,15.778,0.126,no
MAC001835,9/5/2012,0.923,0.178,4.41,37,0.134,52.063,1.732,yes
MAC002606,6/19/2013,0.156,0.311,1.781,48,0.444,14.914,0.042,no
MAC002606,5/7/2013,2.79,1.544,3.671,18,0.907,34.28,0.272,yes
MAC003355,12/23/2012,0.285,0.483,2.29,48,0.501,23.187,0.097,no
MAC002528,10/22/2013,1.355,1.616,3.864,41,1.193,100.577,1.895,yes
MAC002474,7/30/2013,0.057,0.111,1.134,48,0.233,5.331,0.012,no
MAC002528,3/6/2013,2.835,0.451,4.597,8,0.038,40.781,1.064,yes
MAC002214,11/5/2012,0.847,0.514,4.765,38,0.644,27.807,1.465,yes
MAC005172,7/6/2012,0.093,0.267,2.127,48,0.419,12.822,0.032,no
MAC004543,1/20/2012,0.355,0.427,1.235,48,0.264,20.474,0.12,no
MAC002606,8/18/2012,2.811,2.46,0.69,23,0.118,62.22,0.076,yes
MAC002474,11/5/2013,1.954,2.271,4.176,41,0.221,82.242,0.518,yes
MAC003580,1/31/2014,0.089,0.142,0.799,48,0.125,6.82,0.042,no
MAC002474,1/11/2013,2.317,1.506,0.437,35,1.036,86.008,0.249,yes
MAC004417,1/8/2013,0.11,0.148,0.45,48,0.104,7.126,0.019,no
MAC002528,8/29/2013,1.236,2.277,0.836,12,0.79,6.976,0.125,yes
MAC001410,10/25/2013,2.164,2.19,0.901,2,0.826,99.283,1.804,yes
MAC002595,8/6/2012,0.352,0.957,4.801,46,0.332,40.488,0.201,yes
MAC004957,8/1/2013,0.031,0.036,0.115,48,0.029,1.743,0,no
MAC003221,4/16/2013,0.076,0.1,0.394,48,0.07,4.781,0.056,no
MAC003221,10/20/2013,0.057,0.057,0.057,1,,0.057,0.057,no
MAC003211,1/29/2014,0.237,0.307,1.207,48,0.225,14.742,0.127,no
MAC004567,6/9/2012,0.165,0.166,0.467,48,0.092,7.972,0.064,no
MAC004417,11/6/2012,0.104,0.129,0.333,48,0.079,6.184,0.026,no
MAC001835,8/11/2013,0.252,0.296,1.121,48,0.222,14.205,0.067,no
MAC002595,10/15/2012,2.91,0.136,0.936,46,0.384,22.124,1.336,yes
MAC003607,2/7/2014,0.163,0.536,2.621,48,0.641,25.72,0.073,no
MAC002599,7/20/2012,2.042,0.873,0.135,44,0.118,7.304,1.096,yes
MAC002528,5/29/2013,0.656,2.065,4.401,9,0.736,34.532,0.229,yes
MAC002595,1/18/2014,1.62,1.837,0.613,28,0.36,88.903,1.112,yes
MAC002582,12/21/2012,0.677,2.347,0.578,6,0.745,5.962,1.866,yes
MAC001835,5/6/2013,0.944,2.458,1.357,30,0.544,34.875,1.367,yes
MAC002859,5/18/2013,0.359,1.443,3.509,8,1.134,110.238,1.201,yes
MAC002528,10/26/2012,2.542,0.121,2.205,20,0.196,92.321,0.885,yes
MAC003822,7/8/2013,0.073,0.085,0.178,48,0.037,4.087,0.04,no
MAC002481,12/16/2013,0.174,0.212,0.526,48,0.124,10.199,0.063,no
MAC002481,7/3/2012,0.179,0.231,0.803,48,0.156,11.076,0.063,no
MAC002582,1/12/2014,1.238,0.753,3.932,28,0.313,41.801,0.112,yes
MAC002327,11/18/2013,2.237,0.347,2.078,3,0.142,40.457,1.941,yes
MAC001835,9/9/2013,2.355,0.01,4.346,9,1.424,70.299,1.052,yes
MAC002481,9/5/2012,1.032,1.201,4.814,38,0.13,53.668,0.092,yes
MAC004417,4/3/2012,0.074,0.128,0.337,48,0.087,6.131,0.019,no
MAC002575,12/19/2012,0.282,2.109,4.08,1,1.116,97.797,1.562,yes
MAC001448,12/5/2013,0.334,1.049,3.345,29,0.254,94.366,1.662,yes
MAC002606,9/3/2013,2.423,1.461,1.399,22,0.682,70.642,1.112,yes
MAC001448,2/23/2013,2.671,0.775,4.406,13,0.819,110.73,2.301,yes
MAC002481,11/24/2012,0.312,0.374,0.863,14,1.106,106.044,1.844,yes
MAC002575,12/9/2013,0.077,0.147,1.744,48,0.256,7.051,0.052,no
